AIRLINE,ORIGIN,DEST,Carrier_Delays,Weather_Delays,NAS_Delays,Security_Delays,Late_Aircraft_Delays,Total_Flights
Envoy Air,ORD,MEM,20,10,34,0,24,218
Envoy Air,ORD,RIC,25,3,25,0,12,218
Mesa Airlines Inc.,CMH,IAD,6,2,5,0,16,218
Republic Airline,BUF,EWR,7,3,31,0,13,218
Republic Airline,CVG,ORD,4,2,20,0,11,218
Republic Airline,EWR,SAV,32,0,29,0,20,218
SkyWest Airlines Inc.,ATL,MOB,25,8,18,0,15,218
Southwest Airlines Co.,BOI,PHX,25,0,19,0,33,218
Spirit Air Lines,LAS,MCI,18,1,25,0,11,218
United Air Lines Inc.,ORD,ORF,22,3,21,0,29,218
American Airlines Inc.,DFW,BHM,58,8,32,0,45,217
American Airlines Inc.,STL,MIA,12,2,19,0,6,217
Mesa Airlines Inc.,IAH,CHS,19,3,5,0,3,217
PSA Airlines Inc.,GSP,PHL,25,1,19,1,13,217
Republic Airline,JAX,EWR,15,3,36,0,21,217
Republic Airline,JFK,JAX,21,0,23,0,12,217
SkyWest Airlines Inc.,MSP,ICT,13,3,4,0,3,217
Southwest Airlines Co.,HNL,SAN,25,0,18,0,21,217
Southwest Airlines Co.,MDW,ORF,48,1,22,0,36,217
Spirit Air Lines,LGA,MCO,25,0,48,1,20,217
Spirit Air Lines,PIT,FLL,27,1,36,0,17,217
United Air Lines Inc.,BNA,DEN,10,0,17,0,11,217
United Air Lines Inc.,DEN,GRR,31,7,26,1,24,217
Allegiant Air,ABE,SFB,14,5,24,1,16,216
Envoy Air,BIL,DFW,12,0,17,0,12,216
Envoy Air,CHS,MIA,17,1,19,0,26,216
Frontier Airlines Inc.,MSP,DEN,20,2,33,0,25,216
JetBlue Airways,ORD,JFK,46,1,31,0,40,216
JetBlue Airways,RSW,HPN,38,4,30,0,31,216
JetBlue Airways,SEA,BOS,44,0,33,2,28,216
JetBlue Airways,SJU,TPA,69,1,29,2,47,216
JetBlue Airways,TPA,SJU,53,1,25,0,45,216
Mesa Airlines Inc.,BNA,IAH,4,2,10,0,11,216
Mesa Airlines Inc.,IAH,DTW,24,4,8,0,5,216
Republic Airline,LGA,CVG,5,1,15,0,18,216
SkyWest Airlines Inc.,IAH,OKC,22,3,4,0,5,216
SkyWest Airlines Inc.,MEM,DEN,27,2,6,0,4,216
Southwest Airlines Co.,COS,PHX,27,0,17,0,28,216
Southwest Airlines Co.,DEN,CLE,59,3,35,0,44,216
Southwest Airlines Co.,MSP,PHX,21,1,21,0,16,216
Southwest Airlines Co.,PSP,OAK,12,0,5,1,25,216
United Air Lines Inc.,CHS,EWR,24,0,38,0,19,216
United Air Lines Inc.,DEN,DTW,34,5,20,0,30,216
United Air Lines Inc.,DSM,ORD,10,3,17,0,4,216
United Air Lines Inc.,ORD,ROC,18,4,22,0,22,216
Endeavor Air Inc.,JFK,PIT,11,3,17,0,15,215
Endeavor Air Inc.,MSP,CID,12,2,11,0,6,215
Endeavor Air Inc.,SYR,LGA,5,2,21,0,10,215
Envoy Air,SYR,ORD,16,1,17,0,19,215
ExpressJet Airlines LLC d/b/a aha!,IAH,LFT,17,3,22,0,14,215
Frontier Airlines Inc.,LAS,SAN,41,0,29,0,27,215
Hawaiian Airlines Inc.,SFO,HNL,45,1,1,0,1,215
Mesa Airlines Inc.,IAD,CVG,20,2,10,0,8,215
Mesa Airlines Inc.,IAH,AUS,21,1,6,0,1,215
Republic Airline,DCA,BTV,10,5,18,0,22,215
Republic Airline,MSP,LGA,4,2,22,0,17,215
Republic Airline,PHL,SDF,7,6,17,0,13,215
SkyWest Airlines Inc.,DTW,APN,18,8,2,0,2,215
SkyWest Airlines Inc.,MOB,ATL,19,4,10,0,22,215
SkyWest Airlines Inc.,PHX,BFL,12,1,6,0,18,215
SkyWest Airlines Inc.,SJC,PDX,5,0,0,0,5,215
Southwest Airlines Co.,BNA,VPS,22,0,19,0,34,215
Southwest Airlines Co.,DCA,PVD,27,0,10,0,29,215
Spirit Air Lines,BWI,LAS,19,2,28,1,7,215
United Air Lines Inc.,IAD,BNA,20,3,14,0,8,215
United Air Lines Inc.,IAH,BWI,23,1,16,0,24,215
United Air Lines Inc.,ORD,CHS,17,2,13,0,16,215
United Air Lines Inc.,SAT,ORD,10,1,6,0,8,215
Alaska Airlines Inc.,BWI,SEA,18,1,27,2,14,214
Alaska Airlines Inc.,SEA,BWI,15,2,23,0,10,214
Endeavor Air Inc.,JAN,ATL,6,1,12,0,11,214
Envoy Air,GSP,ORD,31,9,33,0,28,214
Envoy Air,TYS,ORD,18,0,28,0,20,214
JetBlue Airways,JFK,PHX,69,2,37,1,37,214
JetBlue Airways,MCO,BQN,60,4,32,0,44,214
Mesa Airlines Inc.,IAD,CMH,15,5,8,0,15,214
Mesa Airlines Inc.,PHX,ABQ,32,0,26,0,26,214
Mesa Airlines Inc.,RDU,IAH,7,3,10,0,6,214
PSA Airlines Inc.,BNA,DCA,21,1,22,0,24,214
PSA Airlines Inc.,XNA,CLT,10,6,15,0,17,214
Republic Airline,DCA,MCI,9,0,18,0,9,214
Republic Airline,JAX,JFK,9,2,22,0,12,214
Republic Airline,LGA,MSP,7,2,23,0,14,214
SkyWest Airlines Inc.,ACV,LAX,13,0,7,0,6,214
SkyWest Airlines Inc.,DEN,SBA,20,3,16,0,13,214
SkyWest Airlines Inc.,IAH,TUL,26,2,8,0,14,214
SkyWest Airlines Inc.,SCE,DTW,9,5,3,0,11,214
Southwest Airlines Co.,DAL,IND,41,0,13,0,33,214
Southwest Airlines Co.,MSY,LAS,28,4,16,1,31,214
Spirit Air Lines,RSW,ACY,10,1,23,0,14,214
American Airlines Inc.,PBI,ORD,16,1,22,0,18,213
American Airlines Inc.,SEA,PHL,16,0,18,0,23,213
Delta Air Lines Inc.,BOS,AUS,32,2,30,0,28,213
Envoy Air,AVP,ORD,18,7,20,0,15,213
Envoy Air,MCI,DFW,6,3,18,0,10,213
Envoy Air,ORD,AVP,17,10,19,0,10,213
Frontier Airlines Inc.,CVG,DEN,21,6,39,0,20,213
Frontier Airlines Inc.,PHL,ATL,37,3,34,0,21,213
Frontier Airlines Inc.,PHL,RSW,42,0,32,0,24,213
Mesa Airlines Inc.,PSP,PHX,14,1,18,0,23,213
Mesa Airlines Inc.,TYS,DFW,17,2,19,0,31,213
Republic Airline,PWM,DCA,8,2,16,0,13,213
SkyWest Airlines Inc.,COU,DFW,20,5,4,0,15,213
SkyWest Airlines Inc.,DEN,LBL,22,1,6,0,9,213
SkyWest Airlines Inc.,DTW,ABE,20,5,5,0,13,213
SkyWest Airlines Inc.,LAN,DTW,17,5,6,0,18,213
SkyWest Airlines Inc.,ORD,DEC,15,1,0,0,9,213
Southwest Airlines Co.,IND,DAL,27,0,21,0,22,213
Southwest Airlines Co.,LGA,MCI,27,1,27,1,35,213
Spirit Air Lines,OAK,LAX,13,0,19,0,10,213
United Air Lines Inc.,CID,DEN,15,4,18,0,7,213
Alaska Airlines Inc.,PDX,OGG,14,0,11,0,4,212
American Airlines Inc.,BHM,DFW,26,10,21,0,35,212
American Airlines Inc.,MIA,STL,36,2,23,0,20,212
Envoy Air,DRT,DFW,11,3,14,0,9,212
JetBlue Airways,TPA,LGA,32,4,39,0,32,212
PSA Airlines Inc.,CLT,OKC,17,4,20,0,8,212
SkyWest Airlines Inc.,DFW,FSM,16,2,0,0,16,212
SkyWest Airlines Inc.,DTW,CMH,27,5,5,1,6,212
SkyWest Airlines Inc.,LAX,AUS,17,1,6,1,12,212
SkyWest Airlines Inc.,SLC,SAT,13,5,4,0,3,212
SkyWest Airlines Inc.,TYS,DEN,36,3,4,0,4,212
Southwest Airlines Co.,CMH,STL,9,0,6,0,18,212
Southwest Airlines Co.,LAX,ABQ,21,0,13,0,27,212
Southwest Airlines Co.,MSP,STL,27,0,19,0,29,212
United Air Lines Inc.,CLE,IAD,11,2,11,0,12,212
United Air Lines Inc.,DEN,SBA,36,3,28,0,31,212
Alaska Airlines Inc.,SEA,PHL,18,0,22,1,4,211
American Airlines Inc.,BNA,LAX,22,2,21,1,20,211
American Airlines Inc.,CMH,PHX,17,1,22,0,10,211
American Airlines Inc.,MSN,DFW,27,3,22,0,23,211
American Airlines Inc.,PHL,BNA,17,1,17,0,17,211
Delta Air Lines Inc.,IAH,MSP,21,2,19,0,19,211
Endeavor Air Inc.,MDT,DTW,11,1,15,0,11,211
Envoy Air,CLT,GSO,17,6,23,0,22,211
Republic Airline,CLE,BOS,18,0,20,0,5,211
Republic Airline,CLT,ORD,7,1,21,0,10,211
SkyWest Airlines Inc.,CLT,DEN,21,0,7,0,6,211
Spirit Air Lines,ACY,RSW,4,3,15,1,4,211
Alaska Airlines Inc.,SEA,ABQ,20,1,16,0,12,210
American Airlines Inc.,GEG,DFW,22,2,22,0,10,210
Endeavor Air Inc.,ATL,SBN,12,0,9,0,6,210
Endeavor Air Inc.,LGA,MEM,17,0,23,0,23,210
Endeavor Air Inc.,RDU,DCA,7,2,25,0,13,210
Envoy Air,MGM,DFW,22,3,28,1,24,210
Envoy Air,MIA,SAV,17,5,28,0,21,210
Envoy Air,ORD,DAY,12,7,21,0,12,210
ExpressJet Airlines LLC d/b/a aha!,JAN,IAH,8,1,23,0,16,210
Frontier Airlines Inc.,MIA,DEN,50,4,44,0,30,210
Mesa Airlines Inc.,ATL,IAD,5,2,7,0,18,210
Mesa Airlines Inc.,AUS,IAH,10,2,7,0,1,210
PSA Airlines Inc.,CLT,XNA,14,3,19,0,7,210
SkyWest Airlines Inc.,DEN,MEM,42,2,5,0,9,210
SkyWest Airlines Inc.,DEN,SHR,21,1,0,0,4,210
SkyWest Airlines Inc.,GEG,SLC,9,5,2,0,3,210
SkyWest Airlines Inc.,ORD,XNA,25,1,8,0,12,210
SkyWest Airlines Inc.,SFO,LAS,8,0,2,0,10,210
Southwest Airlines Co.,STL,SAN,35,1,22,0,28,210
Spirit Air Lines,MCO,CMH,32,8,41,3,16,210
Spirit Air Lines,ORD,RSW,27,3,36,0,13,210
United Air Lines Inc.,DEN,COS,30,2,21,0,26,210
American Airlines Inc.,DFW,GSP,40,4,22,0,36,209
American Airlines Inc.,LAX,LIH,14,0,20,0,12,209
American Airlines Inc.,PHL,SEA,19,0,25,1,11,209
Delta Air Lines Inc.,JAX,DTW,12,1,5,0,13,209
Endeavor Air Inc.,DTW,TVC,15,3,16,0,12,209
Endeavor Air Inc.,LGA,CHS,18,4,30,0,27,209
Endeavor Air Inc.,RST,MSP,3,1,9,0,10,209
JetBlue Airways,PBI,DCA,47,1,29,0,33,209
Mesa Airlines Inc.,IAD,BDL,23,3,9,0,3,209
PSA Airlines Inc.,PHL,MYR,17,2,18,0,15,209
Republic Airline,EWR,CLE,16,2,22,0,6,209
Republic Airline,IND,JFK,12,1,21,0,10,209
SkyWest Airlines Inc.,DEC,ORD,13,0,1,0,7,209
SkyWest Airlines Inc.,DEN,BIL,24,4,13,0,14,209
SkyWest Airlines Inc.,DTW,ELM,19,6,3,0,3,209
SkyWest Airlines Inc.,SDF,ORD,23,2,24,0,19,209
SkyWest Airlines Inc.,XNA,ORD,13,2,13,0,12,209
Southwest Airlines Co.,ECP,HOU,16,2,7,0,28,209
Southwest Airlines Co.,SRQ,BNA,20,4,13,0,29,209
Spirit Air Lines,MCO,BNA,35,6,48,0,15,209
United Air Lines Inc.,RSW,IAD,17,7,18,0,22,209
Alaska Airlines Inc.,LAS,LAX,7,1,17,0,11,208
American Airlines Inc.,MIA,DTW,36,6,23,1,31,208
Delta Air Lines Inc.,DTW,SAT,30,0,23,0,10,208
Envoy Air,ORD,FSD,21,7,29,0,22,208
Envoy Air,ORD,GSP,11,12,24,0,13,208
Envoy Air,ORD,PVD,11,10,20,0,20,208
Envoy Air,SPI,DFW,11,10,28,0,8,208
Frontier Airlines Inc.,LAS,CLE,55,0,36,0,22,208
Frontier Airlines Inc.,RSW,CLE,25,3,29,0,23,208
JetBlue Airways,BOS,SAV,25,1,17,0,9,208
PSA Airlines Inc.,CLT,FNT,18,5,30,1,14,208
PSA Airlines Inc.,MYR,PHL,17,3,16,0,32,208
PSA Airlines Inc.,PHL,DCA,19,3,30,0,20,208
PSA Airlines Inc.,ROC,DCA,24,5,31,0,39,208
SkyWest Airlines Inc.,DEN,SGF,24,0,7,0,5,208
SkyWest Airlines Inc.,DTW,MQT,29,6,2,0,3,208
SkyWest Airlines Inc.,ELP,LAX,14,0,3,0,5,208
SkyWest Airlines Inc.,LAW,DFW,16,5,12,1,13,208
SkyWest Airlines Inc.,LEX,ORD,15,6,4,0,5,208
Southwest Airlines Co.,DAL,PNS,27,1,16,0,24,208
Spirit Air Lines,ATL,EWR,28,3,49,0,18,208
Spirit Air Lines,ATL,ORD,22,1,38,0,14,208
United Air Lines Inc.,CLT,EWR,21,1,31,0,25,208
Delta Air Lines Inc.,MSP,IAH,29,2,28,0,8,207
Endeavor Air Inc.,JFK,MSP,18,4,25,0,21,207
Endeavor Air Inc.,PIT,JFK,6,0,20,0,15,207
Horizon Air,PUW,SEA,5,6,11,0,12,207
JetBlue Airways,BQN,MCO,34,1,27,0,60,207
Mesa Airlines Inc.,PIT,IAH,5,7,20,0,1,207
Republic Airline,JAX,MIA,7,4,16,0,12,207
Republic Airline,PHL,DCA,9,1,14,0,13,207
SkyWest Airlines Inc.,ABQ,DEN,15,1,12,0,9,207
SkyWest Airlines Inc.,ORD,ROC,21,3,4,0,12,207
SkyWest Airlines Inc.,SFO,MRY,21,2,5,0,13,207
SkyWest Airlines Inc.,YUM,DFW,14,1,1,0,6,207
Southwest Airlines Co.,DEN,ELP,29,0,23,0,35,207
Southwest Airlines Co.,PDX,MDW,15,0,9,0,9,207
Southwest Airlines Co.,RDU,STL,20,0,9,0,26,207
Spirit Air Lines,LAS,BUR,13,1,24,1,14,207
Spirit Air Lines,LAS,MCO,24,3,33,0,7,207
United Air Lines Inc.,CHS,ORD,6,2,11,0,4,207
United Air Lines Inc.,EUG,DEN,17,1,18,0,13,207
Alaska Airlines Inc.,ORD,SFO,21,1,33,0,22,206
Allegiant Air,PGD,CVG,15,9,35,1,46,206
Allegiant Air,PIE,AVL,16,8,30,0,34,206
American Airlines Inc.,AUS,LAS,23,1,16,0,28,206
American Airlines Inc.,STT,CLT,10,0,10,0,13,206
Endeavor Air Inc.,ATL,FWA,3,1,6,0,2,206
Endeavor Air Inc.,ATL,JAN,10,1,7,0,5,206
Envoy Air,ORD,TOL,20,5,20,0,22,206
ExpressJet Airlines LLC d/b/a aha!,IAH,CRP,12,2,24,0,13,206
Mesa Airlines Inc.,IAH,PHX,14,5,13,0,18,206
PSA Airlines Inc.,DCA,CVG,32,2,24,0,33,206
PSA Airlines Inc.,DCA,STL,33,2,31,0,31,206
Republic Airline,XNA,LGA,11,3,25,0,20,206
SkyWest Airlines Inc.,ICT,IAH,12,0,4,0,21,206
Southwest Airlines Co.,SMF,GEG,35,0,9,0,33,206
Southwest Airlines Co.,TPA,LGA,22,1,26,0,22,206
Spirit Air Lines,SJU,PHL,21,0,26,0,9,206
United Air Lines Inc.,MSN,ORD,17,2,26,0,19,206
Alaska Airlines Inc.,SEA,RDU,18,0,22,0,4,205
American Airlines Inc.,BOI,DFW,21,2,28,0,13,205
American Airlines Inc.,DTW,MIA,11,3,22,1,5,205
American Airlines Inc.,ORD,SAT,32,4,26,0,30,205
American Airlines Inc.,ROC,CLT,19,1,16,1,18,205
Endeavor Air Inc.,MSP,CLE,7,1,7,0,6,205
Endeavor Air Inc.,TVC,DTW,7,2,11,0,13,205
Envoy Air,GRR,DFW,26,6,30,0,31,205
Envoy Air,MSN,DFW,16,10,39,1,18,205
Mesa Airlines Inc.,PHX,IAH,32,3,25,0,22,205
Republic Airline,BDL,DCA,6,0,12,0,14,205
SkyWest Airlines Inc.,CMH,DTW,25,4,7,0,9,205
SkyWest Airlines Inc.,DEN,LIT,27,4,8,0,13,205
SkyWest Airlines Inc.,DEN,SEA,25,6,9,1,1,205
SkyWest Airlines Inc.,EAR,DEN,10,0,7,1,5,205
SkyWest Airlines Inc.,MSP,EWR,27,9,13,0,1,205
SkyWest Airlines Inc.,SHR,DEN,19,0,6,0,5,205
Southwest Airlines Co.,CMH,PHX,20,2,11,0,20,205
Southwest Airlines Co.,COS,LAS,15,1,29,1,36,205
Southwest Airlines Co.,MCI,FLL,24,2,17,0,29,205
Southwest Airlines Co.,MDW,IAD,43,0,17,0,37,205
Southwest Airlines Co.,MDW,PDX,39,1,17,0,24,205
Southwest Airlines Co.,MKE,ATL,11,0,6,0,16,205
Southwest Airlines Co.,RDU,TPA,11,0,14,0,19,205
Southwest Airlines Co.,STL,RDU,24,1,11,0,20,205
Spirit Air Lines,MCI,LAS,19,3,40,0,22,205
United Air Lines Inc.,EWR,JAX,42,2,19,0,38,205
Alaska Airlines Inc.,OME,ANC,3,1,16,3,13,204
Endeavor Air Inc.,CLE,MSP,8,1,7,0,12,204
Horizon Air,SEA,PUW,12,3,17,0,11,204
Mesa Airlines Inc.,CHS,IAH,4,3,16,0,11,204
PSA Airlines Inc.,CLT,GRR,21,2,16,2,10,204
SkyWest Airlines Inc.,DFW,HRL,8,3,1,0,20,204
SkyWest Airlines Inc.,LBL,DEN,17,1,7,0,14,204
SkyWest Airlines Inc.,OMA,ORD,11,1,13,0,18,204
SkyWest Airlines Inc.,PRC,DEN,26,4,8,0,1,204
SkyWest Airlines Inc.,RDM,DEN,23,3,14,1,14,204
Southwest Airlines Co.,ATL,JAN,21,1,13,0,29,204
Southwest Airlines Co.,CLT,BNA,22,4,11,0,24,204
Southwest Airlines Co.,DTW,DEN,26,0,18,0,27,204
Southwest Airlines Co.,MCI,AUS,27,1,18,1,35,204
Southwest Airlines Co.,MIA,ATL,30,2,22,1,31,204
Spirit Air Lines,IAH,EWR,17,11,38,0,8,204
Spirit Air Lines,MCO,LAS,31,2,40,8,18,204
United Air Lines Inc.,ANC,DEN,32,0,13,0,30,204
United Air Lines Inc.,ORD,DSM,24,4,19,0,30,204
American Airlines Inc.,DFW,SJU,43,2,19,1,22,203
American Airlines Inc.,OGG,PHX,18,1,15,0,3,203
Delta Air Lines Inc.,AUS,BOS,14,1,11,0,11,203
Delta Air Lines Inc.,SAT,DTW,13,1,8,0,8,203
Envoy Air,DFW,TUL,13,3,11,0,9,203
JetBlue Airways,DFW,BOS,27,4,32,0,32,203
Republic Airline,EWR,PVD,24,2,28,0,21,203
Republic Airline,ORD,RDU,9,1,15,0,6,203
Republic Airline,PIT,PHL,6,2,12,1,1,203
Republic Airline,RDU,PHL,4,0,8,0,7,203
SkyWest Airlines Inc.,COD,DEN,27,6,2,0,13,203
Southwest Airlines Co.,HOU,JAX,28,0,10,0,20,203
Southwest Airlines Co.,PHX,BOI,32,0,10,0,32,203
Spirit Air Lines,FLL,MYR,12,4,20,6,11,203
Spirit Air Lines,MCO,LGA,22,3,38,0,12,203
American Airlines Inc.,CLT,SLC,31,1,21,3,17,202
Endeavor Air Inc.,LGA,MCI,19,1,21,0,29,202
Endeavor Air Inc.,MSP,MOT,8,1,7,0,6,202
Endeavor Air Inc.,ORF,DTW,9,0,13,0,12,202
Envoy Air,BNA,ORD,19,2,27,0,25,202
Frontier Airlines Inc.,LAS,ATL,53,0,40,0,17,202
Frontier Airlines Inc.,LAS,DFW,32,0,31,0,21,202
Frontier Airlines Inc.,SNA,DEN,17,0,24,0,24,202
Horizon Air,SEA,FCA,20,2,12,0,8,202
JetBlue Airways,MSY,BOS,37,3,27,0,38,202
PSA Airlines Inc.,FNT,CLT,18,0,6,1,15,202
Republic Airline,DCA,DTW,16,3,16,0,22,202
Republic Airline,DCA,JAX,10,3,13,1,10,202
SkyWest Airlines Inc.,OKC,IAH,13,0,8,0,15,202
Southwest Airlines Co.,TUS,SAN,21,0,9,1,25,202
United Air Lines Inc.,RDU,SFO,20,4,24,0,10,202
Alaska Airlines Inc.,SEA,SAT,20,2,23,0,16,201
Allegiant Air,PIE,CVG,19,7,35,0,30,201
Delta Air Lines Inc.,FAI,SEA,25,0,13,0,14,201
Delta Air Lines Inc.,TPA,LAX,10,1,13,0,8,201
Envoy Air,MQT,ORD,15,8,21,0,9,201
Envoy Air,ORD,MDT,16,4,28,0,15,201
Envoy Air,ORD,ORF,13,7,22,0,19,201
Envoy Air,ORD,PIT,10,10,30,1,17,201
PSA Airlines Inc.,GRR,CLT,8,7,11,0,16,201
Republic Airline,PHL,IAH,17,3,36,0,7,201
SkyWest Airlines Inc.,ATL,ORD,12,0,19,0,18,201
SkyWest Airlines Inc.,BIL,DEN,10,4,9,0,9,201
SkyWest Airlines Inc.,DFW,CLL,15,5,6,0,15,201
SkyWest Airlines Inc.,DTW,ROC,19,5,3,0,3,201
SkyWest Airlines Inc.,GUC,DEN,37,0,3,0,8,201
Southwest Airlines Co.,PHX,TUL,46,0,20,0,35,201
Southwest Airlines Co.,PNS,HOU,17,0,8,0,28,201
Spirit Air Lines,ATL,TPA,15,1,26,0,14,201
Spirit Air Lines,EWR,IAH,19,1,34,1,19,201
Spirit Air Lines,ORD,IAH,13,6,27,1,4,201
United Air Lines Inc.,DEN,BNA,25,2,22,0,21,201
United Air Lines Inc.,ORD,MSN,27,6,14,0,32,201
Alaska Airlines Inc.,SFO,AUS,14,0,19,0,6,200
Allegiant Air,TYS,SFB,16,6,27,0,24,200
Endeavor Air Inc.,DTW,CWA,10,3,19,0,11,200
Envoy Air,ORD,MQT,13,10,24,0,22,200
Envoy Air,RIC,ORD,23,1,34,1,17,200
PSA Airlines Inc.,BTV,PHL,9,1,7,1,10,200
PSA Airlines Inc.,LYH,CLT,5,1,8,0,9,200
Republic Airline,IAH,PHL,12,3,21,0,16,200
SkyWest Airlines Inc.,SLC,PHX,20,1,0,0,8,200
Southwest Airlines Co.,ELP,DEN,16,1,18,0,24,200
Southwest Airlines Co.,SAV,BWI,27,1,17,0,25,200
United Air Lines Inc.,BNA,IAD,21,3,19,0,28,200
United Air Lines Inc.,IAD,PHX,14,3,14,0,16,200
Alaska Airlines Inc.,AUS,SFO,14,1,31,0,16,199
American Airlines Inc.,DFW,GEG,49,4,29,0,30,199
Endeavor Air Inc.,CWA,DTW,14,4,11,0,9,199
Envoy Air,DFW,LBB,10,3,20,0,7,199
Frontier Airlines Inc.,CLE,LAS,46,2,45,0,41,199
Frontier Airlines Inc.,MCO,LAS,44,7,43,0,31,199
JetBlue Airways,BDL,PBI,28,1,33,0,23,199
JetBlue Airways,BOS,SEA,35,3,32,0,19,199
Mesa Airlines Inc.,CVG,IAD,7,0,3,0,22,199
Mesa Airlines Inc.,IAH,RDU,20,2,5,0,2,199
Mesa Airlines Inc.,ICT,DFW,13,2,20,1,35,199
Mesa Airlines Inc.,PHX,BFL,31,1,21,0,34,199
PSA Airlines Inc.,MEM,CLT,11,1,16,0,15,199
PSA Airlines Inc.,PHL,BTV,26,2,14,0,20,199
PSA Airlines Inc.,PVD,PHL,8,1,10,0,13,199
SkyWest Airlines Inc.,ATL,MLU,11,4,13,0,11,199
SkyWest Airlines Inc.,MKE,IAH,22,2,9,0,4,199
SkyWest Airlines Inc.,ORD,MBS,13,0,9,0,11,199
SkyWest Airlines Inc.,PDX,FAT,3,0,0,0,13,199
Southwest Airlines Co.,BHM,HOU,23,0,13,0,27,199
Southwest Airlines Co.,BWI,SYR,44,0,12,0,44,199
Southwest Airlines Co.,FLL,IND,24,1,15,2,30,199
Southwest Airlines Co.,IND,HOU,9,1,10,0,8,199
Southwest Airlines Co.,VPS,BNA,8,0,8,1,18,199
Spirit Air Lines,LAX,OAK,13,1,18,1,11,199
Spirit Air Lines,PHL,SJU,23,1,29,1,18,199
United Air Lines Inc.,DEN,EUG,31,4,18,0,32,199
United Air Lines Inc.,SLC,ORD,26,2,18,0,25,199
American Airlines Inc.,XNA,DFW,16,3,21,0,43,198
Endeavor Air Inc.,CID,MSP,7,2,10,0,11,198
Envoy Air,LBB,DFW,6,6,18,0,23,198
Frontier Airlines Inc.,SAN,LAS,16,0,32,0,27,198
Frontier Airlines Inc.,STL,DEN,24,3,34,0,29,198
JetBlue Airways,BOS,MIA,44,1,41,0,19,198
Mesa Airlines Inc.,PHX,PSP,19,0,10,0,14,198
PSA Airlines Inc.,OKC,CLT,11,3,14,0,14,198
Republic Airline,CLE,ORD,7,0,13,0,6,198
SkyWest Airlines Inc.,CGI,ORD,9,2,9,0,9,198
SkyWest Airlines Inc.,DEN,MFR,25,2,6,0,7,198
SkyWest Airlines Inc.,DTW,PVD,29,7,2,0,5,198
SkyWest Airlines Inc.,SAT,LAX,15,2,7,0,9,198
Southwest Airlines Co.,BOI,SJC,23,0,16,0,31,198
Southwest Airlines Co.,HOU,PNS,26,1,11,0,22,198
Southwest Airlines Co.,SYR,BWI,15,0,11,0,24,198
Southwest Airlines Co.,TPA,BDL,22,0,14,0,20,198
Alaska Airlines Inc.,SFO,ORD,18,0,28,0,7,197
American Airlines Inc.,BDL,MIA,17,0,17,1,6,197
American Airlines Inc.,CLT,VPS,26,4,19,0,20,197
American Airlines Inc.,DFW,MSN,43,3,18,0,33,197
Endeavor Air Inc.,LGA,GRR,18,1,14,0,25,197
ExpressJet Airlines LLC d/b/a aha!,MOB,IAH,7,1,15,0,15,197
Mesa Airlines Inc.,BDL,IAD,7,0,6,0,8,197
Mesa Airlines Inc.,JAX,IAH,7,3,8,0,8,197
PSA Airlines Inc.,ILM,DCA,8,4,15,0,21,197
Republic Airline,ORF,LGA,7,11,28,0,14,197
Republic Airline,SAV,ORD,19,1,21,0,23,197
SkyWest Airlines Inc.,DTW,CLE,23,5,3,1,1,197
SkyWest Airlines Inc.,SGF,DEN,25,2,4,1,5,197
Southwest Airlines Co.,DEN,DTW,36,1,11,0,28,197
Southwest Airlines Co.,GEG,SMF,19,1,10,0,20,197
Southwest Airlines Co.,HOU,BHM,27,1,15,0,37,197
Southwest Airlines Co.,HOU,MEM,33,3,16,0,37,197
Southwest Airlines Co.,OAK,ABQ,31,0,6,0,36,197
Southwest Airlines Co.,OAK,PSP,29,0,10,0,34,197
Southwest Airlines Co.,PIT,FLL,15,0,19,0,19,197
United Air Lines Inc.,DTW,DEN,15,3,22,0,15,197
United Air Lines Inc.,IAH,SLC,27,1,21,0,17,197
American Airlines Inc.,SLC,CLT,25,0,15,0,18,196
Endeavor Air Inc.,DCA,RDU,7,1,23,0,24,196
Frontier Airlines Inc.,DEN,PHL,44,3,33,0,23,196
JetBlue Airways,MCO,RIC,35,6,19,1,16,196
Mesa Airlines Inc.,IAH,DSM,24,4,9,0,7,196
PSA Airlines Inc.,DCA,SYR,24,2,22,0,26,196
SkyWest Airlines Inc.,DEN,CID,33,2,3,0,4,196
SkyWest Airlines Inc.,ICT,MSP,5,6,3,0,6,196
SkyWest Airlines Inc.,LAS,SFO,14,1,4,0,10,196
SkyWest Airlines Inc.,ORD,LEX,20,3,5,0,5,196
SkyWest Airlines Inc.,PHX,SLC,15,0,1,1,15,196
Southwest Airlines Co.,MCO,ALB,22,1,17,1,16,196
Southwest Airlines Co.,PHX,MSP,47,0,29,0,46,196
Southwest Airlines Co.,TUL,PHX,20,0,9,0,22,196
Spirit Air Lines,MCI,MCO,27,2,34,1,17,196
American Airlines Inc.,ORD,BDL,31,6,19,0,25,195
American Airlines Inc.,STL,LAX,21,1,14,0,18,195
Delta Air Lines Inc.,JFK,PBI,28,0,27,0,13,195
Endeavor Air Inc.,MOT,MSP,9,3,9,0,11,195
Envoy Air,TUL,DFW,12,3,15,0,22,195
JetBlue Airways,PHX,JFK,45,1,35,0,40,195
Mesa Airlines Inc.,DFW,ICT,28,10,19,0,26,195
Mesa Airlines Inc.,IAH,SAV,19,2,9,0,6,195
PSA Airlines Inc.,CLT,IND,10,2,13,0,8,195
